"doc","language"
"Un po' di patatine fritte, per piacere.","ita"
"Restis dek minutoj ĝis la fino de la leciono.","epo"
"He often went fishing on Sundays when the weather was good.","eng"
"How much time did it take Tom to do that?","eng"
"Quel giorno si è vista la luna piena.","ita"
"Come on, let's hurry.","eng"
"Что вы хотите вместо этого?","rus"
"Roy yeskeṛṛam, Ted yenṣeḥ.","ber"
"Ula d yiwen ur d-yusi ɣer tmeɣra-nni.","ber"
"Dan resterà sempre qua.","ita"
"Tom ha molta energia.","ita"
"How are you doing, miss?","eng"
"Том может сделать это за десять минут.","rus"
"Das Leben ist ein Pensum zum Abarbeiten.","deu"
"Non posso sposarmi con Tom.","ita"
"El arquero era tan gordo que ocupaba casi todo el arco.","spa"
"Er sprach zwei Stunden lang über die unangenehme Geschichte.","deu"
"Stai con lui?","ita"
"Utálja a zöldpaprikát.","hun"
"La piedo doloris min, tial mi ne povis iri.","epo"
"I'd rather be pretty than clever.","eng"
"彼は若い女の子達に囲まれて座っていました。","jpn"
"Tom bitişik odadaki sesleri duyabiliyordu.","tur"
"He was too young to go to school.","eng"
"Fais un souhait !","fra"
"Dans l'armoire il y avait de nombreux livres que j'avais déjà lu.","fra"
"Mi dispiace per Tom.","ita"
"Io sono pieno di soldi.","ita"
"À quelle heure as-tu mangé ?","fra"
"Mi ara tedduḍ ɣer lbeṛṛani, a win yufan ad tawyeḍ tisekkadin n zzyada.","ber"
"Tominak közel három óra kellett, hogy hazajusson.","hun"
"Pode deixar que eu te dou uma resposta.","por"
"たった今雨が降り始めた。","jpn"
"You should've called Tom.","eng"
"Li povus refoje diri ion ambiguan.","epo"
"昔は日曜日に教会へいったものでした。","jpn"
"Mari csak németül beszélt.","hun"
"Diğer düzenlemeleri yapmak zorunda kaldık.","tur"
"Tom acha que você deveria estudar francês.","por"
"Se vi faras ĝin, faru ĝin bone.","epo"
"Non potresti andare a starnutire in un'altra camera?","ita"
"Tom and I usually study French together.","eng"
"É melhor você começar.","por"
"Lütfen Tom'un söylediklerine dikkat edin.","tur"
"La kateto tiel ĉarmas!","epo"
"Le salverò.","ita"
"У него есть аллергия на какое-нибудь растение?","rus"
"O, hava yolculuğunun tehlikeli olduğunun düşünüldüğü günlerde yaşadı.","tur"
"Tom'u sevdiğini biliyoruz.","tur"
"I prefer to plan my activities at fixed times so I can manage my time.","eng"
"בוא נתבונן בזה יותר ביסודיות.","heb"
"Ni faru ĝin, kiam li venos.","epo"
"אני בטוחה שהרבה אנשים יסכימו איתך.","heb"
"Mi rekonis je Mary je la unua ekvido.","epo"
"Accentuating the wrong syllable can make what you're saying incomprehensible.","eng"
"Işığı kapatabilir miyim?","tur"
"Кога отвара поштата?","mkd"
"Tu és bom nisto.","por"
"Lui sta giocando qui.","ita"
"Они сражались за Родину.","rus"
"Всё, Том, можешь открывать глаза!","rus"
"The situation became dangerous.","eng"
"Tom said that he was ready to leave.","eng"
"Ich fürchte, das ist leichter gesagt als getan.","deu"
"pa' ghaHtaH 'Iv'e'?","tlh"
"船は全速力で走っていた。","jpn"
"O, dudaklarını onun kulağına yaklaştırdı ve mırıldandı: ""Seni seviyorum.""","tur"
"Io non sono religiosa.","ita"
"Tom is the one who told me how to do that.","eng"
"Inizio a sospettare che qualche disturbo ce l'abbia per davvero.","ita"
"Mushrooms are in season now, so they are cheap.","eng"
"Darò un'occhiata all'esterno.","ita"
"Mindig kész volt segíteni a bajban lévő embereket.","hun"
"Perché non vogliono andare a Cipro?","ita"
"I know that Tom and Mary have both passed away.","eng"
"Ő az utolsó ember, aki csókot lopna.","hun"
"Onlardan üçü vardı ve hepsi silahlıydı.","tur"
"Беда с тобой в том, что ты слишком много говоришь.","rus"
"Tom majdnem meghalt.","hun"
"Wir brauchen eine gut durchdachte Taktik.","deu"
"Alfrontu la faktojn.","epo"
"Onde vocês querem comer?","por"
"Поедем туда на машине.","rus"
"Noi conosciamo i pericoli.","ita"
"זה עתה העלו אותי בדרגה.","heb"
"Ты не сможешь их остановить.","rus"
"Él se perdió en medio de la nieve.","spa"
"Ich habe den Vortrag mit meinem Rekorder aufgenommen.","deu"
"Tom wird nächstes Jahr Französisch studieren.","deu"
"Moteris, kurios vyra nebegyvena, tai našlė.","lit"
"Was soll ich noch tun?","deu"
"That would be an improvement.","eng"
"Tom and Mary said they felt hungry.","eng"
"Tom bor på den vänstra sidan av gatan, mitt emot kemisten.","swe"
"O bir kamyon tarafından yere serildi.","tur"
"Видеть нормально, без очков, — это моя мечта.","rus"
"Io voglio essere un pompiere.","ita"
"Di che nazionalità erano i vostri cugini? ""Etiope.""","ita"
"Sami should realize that the world doesn't revolve around him.","eng"
"Sì sta rilassano in casa sua.","ita"
"人生に災難は付き物。","jpn"
"Provate a indovinare.","ita"
"Åh min gud! Jeg har dræbt en gravid kvinde!","dan"
"Me vois-tu ?","fra"
"Je t'ai vu avec lui.","fra"
"Поезд-экспресс не останавливается между Сибуей и Нака-Мэгуро.","rus"
"Nakikinig siya sa radyo.","tgl"
"Bonvolu meti kelkajn kandelojn sur la naskiĝtaga kuko.","epo"
"Bussen går hvert tiende minutt.","nob"
"Mi ŝatas tiun domon, kia ĝi estas.","epo"
"A nagybátyám 1983-ban ment Mexikóba és soha nem tért vissza.","hun"
"Mitől olyan fontos nektek?","hun"
"Tom nem ért engem.","hun"
"He seemed quite puzzled how to answer the question.","eng"
"Вам нравится гольф?","rus"
"Ha, mi forgesis. Se vi tuŝos Maju-n, mi rompos vian vertebran kolumnon.","epo"
"I can't get rid of this cold.","eng"
"Je crois cet homme perdu.","fra"
"אני לא מתכוון לעזור להם.","heb"
"Both Tom and Mary are telling the truth.","eng"
"Mi salutò con un sorriso.","ita"
"मेरा एक दोस्त है जो इंग्लैंड में रहता है।","hin"
"بۇ خەتنى فرانسۇزچە يېزىشىم ئاسانغا توختىمىدى.","uig"
"I'm going upstairs to change.","eng"
"J'avais très froid.","fra"
"Mindenki elfoglalt lesz.","hun"
"何が危ないんだ？僕には快適に見えるけど。","jpn"
"Sıcak havayı sevmiyorum ama Tom sever.","tur"
"Sono stanca della vita monotona.","ita"
"Este verbo exige un objeto indirecto.","spa"
"I rejected the deal.","eng"
"Wir hätten bis zum Ende der Party bleiben sollen.","deu"
"Det finns en annan möjlighet också.","swe"
"Itt egy pillanatra el kell térnem a tárgytól.","hun"
"Tienen buen apetito ésta mañana.","spa"
"Australian Rod Laver is the only tennis player to win the Grand Slam twice — first as an amateur, and again as a professional in the Open Era, when previously amateur-only or professional-only tournaments went open to both amateurs and professionals. He also won the Pro Slam as a ""Closed Era"" professional, the year before the Open Era began.","eng"
"Ekzistado estas vivenda enigmo, ne solvenda problemo.","epo"
"Verkaufen Sie Ihre Aktien jetzt, ehe es zu spät ist.","deu"
"私どもには数えられないほどたくさんのお得意先がございます。","jpn"
"Sie saß neben ihm mit geschlossenen Augen.","deu"
"Cos'avete visto a Tegucigalpa?","ita"
"Als es aufgehört hatte zu regnen, wurde das Tennisspiel gleich fortgesetzt.","deu"
"あの子ってちょっと世間知らずよね。","jpn"
"Så setter jeg alt inn i skapet.","nob"
"トムは高級なワインと安物のワインの違いが分からない。","jpn"
"I'll bite the bullet.","eng"
"I know Tom is selfish.","eng"
"Tom włamał się do domu Mary.","pol"
"Passami sale e pepe, per favore.","ita"
"Извините. Где метро?","rus"
"Tom ve Mary akraba değil.","tur"
"הציפור על הגג היא עורב.","heb"
"Tom drank some beer.","eng"
"Африкада күп кеше эчәргә яраклы суга кытлык кичерә.","tat"
"He does nothing but watch TV all day long.","eng"
"Amikor egyvalaki beszél, a többiek pedig alszanak, azt tanításnak nevezzük.","hun"
"Henüz bir problem oluşmadığından, her şey iyi.","tur"
"Tom said that Mary knew he might not have to do that until 2:30.","eng"
"Ili estas junaj kaj bonfartaj.","epo"
"She was able to solve the problem in ten minutes.","eng"
"У вас батарейки продаются?","rus"
"Akşam yemeğinden sonra ders çalışacak mısın? ""Evet, çalışacağım.""","tur"
"Tom kudarcot fog vallani.","hun"
"My strength has improved.","eng"
"Он испортил одежду.","rus"
"Импульсом называется произведение массы тела на его скорость.","rus"
"Tom sta già studiando il francese.","ita"
"من کتاب را مجانی بدست آوردم.","pes"
"तू बिंग्ली साहेबांना ओळखतोस का?","mar"
"In giro è ben voluto.","ita"
"Çılgın insanlar tanımıyorum.","tur"
"Tom sagte, dass er Mary umbringen wolle.","deu"
"Az alumíniumöntvényeket még egyszer kefélni kell.","hun"
"You complain a lot, don't you?","eng"
"Говорите чуть помедленнее, пожалуйста.","rus"
"私は牛肉より羊肉の方が好きだ。","jpn"
"Ez pancsolt bor.","hun"
"Switzerland has several official languages.","eng"
"Ben cesurum.","tur"
"Ele estava a segui-la.","por"
"O nome dele não está na lista.","por"
"Bone rigardu tiun foton.","epo"
"Io mi prenderò cura di te.","ita"
"Я нічого не скажу.","ukr"
"Мы видим молнию раньше, чем слышим гром, потому что свет движется быстрее, чем звук.","rus"
"Вы не можете войти.","rus"
"Tom doesn't do anything without his wife's permission.","eng"
"Tom parece capaz de percibir cuándo alguien tiene problemas.","spa"
"The joint was empty.","eng"
"Це добра порада.","ukr"
"टीव्हीने रेडिओची जागा घेतली आहे.","mar"
"Non ci arrenderemo mai.","ita"
"Li malsupreniris de la monteto.","epo"
"jan Ton li pana e ale ona tawa esun.","toki"
"Αυτά τα παπούτσια δεν με βολεύουν.","ell"
"Yo no quiero trabajar en estas condiciones.","spa"
"Ich besitze Wörterbücher.","deu"
"I have no idea how I got here.","eng"
"Kié ez a ceruza?","hun"
"Удивительно, что ты знаешь его имя.","rus"
"The gossip hurt his reputation.","eng"
"Мы не помогали ей бежать.","rus"
"Всё так, как вы сказали.","rus"
"Несчастный случай произошёл вчера утром.","rus"
"I was worried sick about him.","eng"
"Que lui trouve-t-elle ?","fra"
"Aš tik patikrinsiu.","lit"
"Andiamo a Madrid.","ita"
"Le gazze sono animali molto intelligenti.","ita"
"It won't make any difference whichever you choose.","eng"
"Şimdi onunla tanışmak için geliyorum.","tur"
"Müssen wir ihm antworten?","deu"
"Мне так сказали.","rus"
"I wish Tom could have come.","eng"
"Schon gut.","deu"
"Sie kommt!","deu"
"Том не має чаю.","ukr"
"Io discuto spesso con lui sull'autobus.","ita"
"Nem pénz kérdése!","hun"
"Puedo leer en español sin problema.","spa"
"Où irons-nous après la mort ?","fra"
"Le loco esseva de accesso multo difficile.","ina"
"Мэри говорит, что может за него заплатить.","rus"
"Ĉu vi povas trapasi la ekzamenon venontsemajne?","epo"
"John est en service aujourd'hui.","fra"
"La vita porta anche ad avere queste soddisfazioni.","ita"
"Vous devez prendre soin que le gâteau ne brûle pas.","fra"
"У вас есть свободные комнаты?","rus"
"Tom kötü sağlığı nedeniyle yok.","tur"
"Не отставай, Том.","rus"
"Tom schlief gerade, als Maria die Türglocke betätigte.","deu"
"Bring die Vase irgendwohin, wo Sonnenlicht ist.","deu"
"Нового папу зовут Франциск.","rus"
"Deve essere molto orgogliosa di loro.","ita"
"Vado lì ogni anno.","ita"
"Mi pensas, ke mia kruro eble estas rompita.","epo"
"Elle est juste là.","fra"
"Aku menulis surat untuk orang tuaku yang ada di kampung halaman.","ind"
"Скажи ей, что я мою машину.","rus"
"Hör auf, dein Essen hineinzustopfen. Du solltest lieber langsamer essen.","deu"
"I hope we don't get into trouble.","eng"
"Wissen ist ein Schatz, der seinen Besitzer überallhin begleitet.","deu"
"It's really hard to understand you.","eng"
"Tom nie sądził, że sprzeda swój stary samochód za takie pieniądze.","pol"
"Jeg støtter Tom.","nob"
"तुला ती कधीच सापडणार नाही.","mar"
"Sentimos muito; a pessoa com quem você está tentando entrar em contato não está disponível.","por"
"Bu gece bir karara varmayın.","tur"
"Le viagra est souvent le premier médicament auquel on pense lorsque l'on parle de traitement de l'impuissance.","fra"
"A fagocitose tem grande importância na defesa contra as doenças infecciosas.","por"
"Vier fehlen noch, damit es fünfzig sind.","deu"
"कोणताही पुरवठा अनियमित नसतो.","mar"
"Manş denizi Fransa'yı İngiltere'den ayırır.","tur"
"Let's not forget the beer.","eng"
"Kanit pitävät porkkanoista.","fin"
"Ttxemmimeɣ, ihi lliɣ.","ber"
"Une infinité d'étoiles scintillaient dans le ciel nocture.","fra"
"Nós vimos um novo programa na televisão.","por"
"Onlar ayrılmış.","tur"
"Tu ne peux pas gérer cela sans moi.","fra"
"I could hardly keep from liking him.","eng"
"Ben sıkı bir diyette bulunuyorum.","tur"
"La supo, kiun mi ricevis, estis tiom spicita, ke mi ne povis ĝin gluti.","epo"
"Ik ben eerder opgestaan dan normaal.","nld"
"Lei ha usato tutti i mezzi possibili.","ita"
"युरोप हा देश नाही.","mar"
